day,time,key,value
8,"20	",KV,"	0.01400000000001"
8,"21	",KV,"	0.012999999999991"
8,"22	",KV,"	0"
8,"23	",KV,"	0.00100000000000477"
9,"00	",KV,"	0.00600000000000023"
9,"01	",KV,"	0"
9,"02	",KV,"	0"
9,"03	",KV,"	0"
9,"04	",KV,"	0.00799999999999557"
9,"05	",KV,"	0.0120000000000005"
9,"06	",KV,"	0"
9,"07	",KV,"	0"
9,"08	",KV,"	0.00300000000000011"
9,"09	",KV,"	0.00600000000000023"
9,"10	",KV,"	0.0370000000000061"
9,"11	",KV,"	0.000999999999990564"
9,"12	",KV,"	0"
9,"13	",KV,"	0"
9,"14	",KV,"	0.0100000000000051"
9,"15	",KV,"	0.0160000000000053"
9,"16	",KV,"	0.0369999999999919"
9,"17	",KV,"	0"
9,"18	",KV,"	0"
9,"19	",KV,"	0.00800000000000978"
9,"20	",KV,"	0.00999999999999091"
9,"21	",KV,"	0.00300000000000011"
9,"22	",KV,"	0"
9,"23	",KV,"	0.00400000000000489"
10,"00	",KV,"	0"
10,"01	",KV,"	0"
10,"02	",KV,"	0"
10,"03	",KV,"	0"
10,"04	",KV,"	0.0109999999999957"
10,"05	",KV,"	0.00799999999999557"
10,"06	",KV,"	0.0130000000000052"
10,"07	",KV,"	0.00300000000000011"
10,"08	",KV,"	0.00499999999999545"
10,"09	",KV,"	0.00600000000000023"
10,"10	",KV,"	0.0400000000000063"
10,"11	",KV,"	0.00100000000000477"
10,"12	",KV,"	0"
10,"13	",KV,"	0"
10,"14	",KV,"	0.0289999999999964"
10,"15	",KV,"	0.070999999999998"
10,"16	",KV,"	0"
10,"17	",KV,"	0.00100000000000477"
10,"18	",KV,"	0.0360000000000014"
10,"19	",KV,"	0"
10,"20	",KV,"	0.0159999999999911"
10,"21	",KV,"	0.00799999999999557"
10,"22	",KV,"	0.00600000000000023"
10,"23	",KV,"	0.00500000000000966"
11,"00	",KV,"	0"
11,"01	",KV,"	0"
11,"02	",KV,"	0"
11,"03	",KV,"	0"
11,"04	",KV,"	0.0219999999999914"
11,"05	",KV,"	0.0190000000000055"
11,"06	",KV,"	0"
11,"07	",KV,"	0.00300000000000011"
11,"08	",KV,"	0.00499999999999545"
11,"09	",KV,"	0.00300000000000011"
11,"10	",KV,"	0.0500000000000114"
11,"11	",KV,"	0.00300000000000011"
11,"12	",KV,"	0"
11,"13	",KV,"	0.0139999999999958"
11,"14	",KV,"	0.0139999999999958"
11,"15	",KV,"	0.00400000000000489"
11,"16	",KV,"	0.000999999999990564"
11,"17	",KV,"	0.0620000000000118"
11,"18	",KV,"	0.0330000000000013"
11,"19	",KV,"	0"
11,"20	",KV,"	0.0239999999999867"
11,"21	",KV,"	0.00200000000000955"
11,"22	",KV,"	0.00399999999999068"
11,"23	",KV,"	0"
12,"00	",KV,"	0"
12,"01	",KV,"	0"
12,"02	",KV,"	0"
12,"03	",KV,"	0"
12,"04	",KV,"	0.0120000000000005"
12,"05	",KV,"	0.0220000000000056"
12,"06	",KV,"	0.00300000000000011"
12,"07	",KV,"	0"
12,"08	",KV,"	0"
12,"09	",KV,"	0.00300000000000011"
12,"10	",KV,"	0.0409999999999968"
12,"11	",KV,"	0.00100000000000477"
12,"12	",KV,"	0"
12,"13	",KV,"	0"
12,"14	",KV,"	0.00600000000000023"
12,"15	",KV,"	0.046999999999997"
12,"16	",KV,"	0.00600000000000023"
12,"17	",KV,"	0.00499999999999545"
12,"18	",KV,"	0.00200000000000955"
12,"19	",KV,"	0.0349999999999966"
12,"20	",KV,"	0.00199999999999534"
12,"21	",KV,"	0.0550000000000068"
12,"22	",KV,"	0.00900000000000034"
12,"23	",KV,"	0.00300000000000011"
13,"00	",KV,"	0"
13,"01	",KV,"	0"
13,"02	",KV,"	0"
13,"03	",KV,"	0"
13,"04	",KV,"	0"
13,"05	",KV,"	0.00600000000000023"
13,"06	",KV,"	0.00600000000000023"
13,"07	",KV,"	0.0319999999999965"
13,"08	",KV,"	0.0510000000000019"
13,"09	",KV,"	0"
13,"10	",KV,"	0"
13,"11	",KV,"	0"
13,"12	",KV,"	0.00100000000000477"
13,"13	",KV,"	0.0109999999999957"
13,"14	",KV,"	0.0150000000000006"
13,"15	",KV,"	0.00600000000000023"
13,"16	",KV,"	0.012999999999991"
13,"17	",KV,"	0"
13,"18	",KV,"	0"
13,"19	",KV,"	0"
13,"20	",KV,"	0"
13,"21	",KV,"	0"
13,"22	",KV,"	0.0120000000000005"
13,"23	",KV,"	0.0250000000000057"
14,"00	",KV,"	0.00400000000000489"
14,"01	",KV,"	0"
14,"02	",KV,"	0.00300000000000011"
14,"03	",KV,"	0"
14,"04	",KV,"	0"
14,"05	",KV,"	0.00499999999999545"
14,"06	",KV,"	0.00499999999999545"
14,"07	",KV,"	0"
14,"08	",KV,"	0.00900000000000034"
14,"09	",KV,"	0.00200000000000955"
14,"10	",KV,"	0.0749999999999886"
14,"11	",KV,"	0.0580000000000069"
14,"12	",KV,"	0.00400000000000489"
14,"13	",KV,"	0.0139999999999958"
14,"14	",KV,"	0.00399999999999068"
14,"15	",KV,"	0.00400000000000489"
14,"16	",KV,"	0.00100000000000477"
14,"17	",KV,"	0.0289999999999964"
14,"18	",KV,"	0.00900000000000034"
14,"19	",KV,"	0.0589999999999975"
14,"20	",KV,"	0"
14,"21	",KV,"	0.0300000000000011"
14,"22	",KV,"	0.0259999999999962"
14,"23	",KV,"	0.00300000000000011"
15,"00	",KV,"	0"
15,"01	",KV,"	0"
15,"02	",KV,"	0"
15,"03	",KV,"	0"
15,"04	",KV,"	0.00300000000000011"
15,"05	",KV,"	0.00500000000000966"
15,"06	",KV,"	0"
15,"07	",KV,"	0"
15,"08	",KV,"	0.00799999999999557"
15,"09	",KV,"	0.0520000000000067"
15,"10	",KV,"	0.0609999999999928"
15,"11	",KV,"	0.0430000000000064"
15,"12	",KV,"	0.0289999999999964"
15,"13	",KV,"	0.078000000000003"
15,"14	",KV,"	0.019999999999996"
15,"15	",KV,"	0.00600000000000023"
15,"16	",KV,"	0.0339999999999918"
15,"17	",KV,"	0.00800000000000978"
15,"18	",KV,"	0.0499999999999972"
15,"19	",KV,"	0.0210000000000008"
15,"20	",KV,"	0.00199999999999534"
15,"21	",KV,"	0.0130000000000052"
15,"22	",KV,"	0"
15,"23	",KV,"	0.00600000000000023"
16,"00	",KV,"	0"
16,"01	",KV,"	0"
16,"02	",KV,"	0"
16,"03	",KV,"	0"
16,"04	",KV,"	0.00900000000000034"
16,"05	",KV,"	0.00600000000000023"
16,"06	",KV,"	0"
16,"07	",KV,"	0"
16,"08	",KV,"	0"
16,"09	",KV,"	0.0429999999999922"
16,"10	",KV,"	0.007000000000005"
16,"11	",KV,"	0.00100000000000477"
16,"12	",KV,"	0"
16,"13	",KV,"	0"
16,"14	",KV,"	0.00499999999999545"
16,"15	",KV,"	0"
16,"16	",KV,"	0.0289999999999964"
16,"17	",KV,"	0.0480000000000018"
16,"18	",KV,"	0.00600000000000023"
16,"19	",KV,"	0.0370000000000061"
16,"20	",KV,"	0.00399999999999068"
16,"21	",KV,"	0.00100000000000477"
16,"22	",KV,"	0"
16,"23	",KV,"	0.00499999999999545"
17,"00	",KV,"	0"
17,"01	",KV,"	0"
17,"02	",KV,"	0"
17,"03	",KV,"	0"
17,"04	",KV,"	0.0110000000000099"
17,"05	",KV,"	0.00900000000000034"
17,"06	",KV,"	0"
17,"07	",KV,"	0"
17,"08	",KV,"	0"
17,"09	",KV,"	0.00600000000000023"
17,"10	",KV,"	0.0379999999999967"
17,"11	",KV,"	0"
17,"12	",KV,"	0"
17,"13	",KV,"	0"
17,"14	",KV,"	0"
17,"15	",KV,"	0.0139999999999958"
17,"16	",KV,"	0.007000000000005"
17,"17	",KV,"	0"
17,"18	",KV,"	0.0189999999999912"
17,"19	",KV,"	0.0220000000000056"
17,"20	",KV,"	0.00100000000000477"
17,"21	",KV,"	0"
17,"22	",KV,"	0"
17,"23	",KV,"	0.00600000000000023"
18,"00	",KV,"	0.00300000000000011"
18,"01	",KV,"	0"
18,"02	",KV,"	0"
18,"03	",KV,"	0"
18,"04	",KV,"	0.027000000000001"
18,"05	",KV,"	0.000999999999990564"
18,"06	",KV,"	0"
18,"07	",KV,"	0"
18,"08	",KV,"	0"
18,"09	",KV,"	0.00600000000000023"
18,"10	",KV,"	0.0439999999999969"
18,"11	",KV,"	0.00100000000000477"
18,"12	",KV,"	0"
18,"13	",KV,"	0"
18,"14	",KV,"	0.0220000000000056"
18,"15	",KV,"	0.0519999999999925"
18,"16	",KV,"	0.046999999999997"
18,"17	",KV,"	0.0110000000000099"
18,"18	",KV,"	0.0259999999999962"
18,"19	",KV,"	0.0160000000000053"
18,"20	",KV,"	0"
18,"21	",KV,"	0"
18,"22	",KV,"	0.000999999999990564"
18,"23	",KV,"	0.00500000000000966"
19,"00	",KV,"	0"
19,"01	",KV,"	0.00300000000000011"
19,"02	",KV,"	0"
19,"03	",KV,"	0.00300000000000011"
19,"04	",KV,"	0.0120000000000005"
19,"05	",KV,"	0"
19,"06	",KV,"	0"
19,"07	",KV,"	0"
19,"08	",KV,"	0"
19,"09	",KV,"	0.0679999999999978"
19,"10	",KV,"	0.00900000000000034"
19,"11	",KV,"	0.00499999999999545"
19,"12	",KV,"	0"
19,"13	",KV,"	0.00100000000000477"
19,"14	",KV,"	0"
19,"15	",KV,"	0.012999999999991"
19,"16	",KV,"	0.0730000000000075"
19,"17	",KV,"	0.0289999999999964"
19,"18	",KV,"	0.0379999999999967"
19,"19	",KV,"	0.0210000000000008"
19,"20	",KV,"	0.00600000000000023"
19,"21	",KV,"	0.00300000000000011"
19,"22	",KV,"	0.0100000000000051"
19,"23	",KV,"	0.00499999999999545"
20,"00	",KV,"	0"
20,"01	",KV,"	0"
20,"02	",KV,"	0"
20,"03	",KV,"	0"
20,"04	",KV,"	0.00900000000000034"
20,"05	",KV,"	0.0520000000000067"
20,"06	",KV,"	0.0319999999999965"
20,"07	",KV,"	0.046999999999997"
20,"08	",KV,"	0.0379999999999967"
20,"09	",KV,"	0.0460000000000065"
20,"10	",KV,"	0.0579999999999927"
20,"11	",KV,"	0.0110000000000099"
20,"12	",KV,"	0.039999999999992"
20,"13	",KV,"	0.0300000000000011"
20,"14	",KV,"	0.0570000000000022"
20,"15	",KV,"	0.0679999999999978"
20,"16	",KV,"	0.0510000000000019"
20,"17	",KV,"	0.0619999999999976"
20,"18	",KV,"	0.0379999999999967"
20,"19	",KV,"	0.0750000000000028"
20,"20	",KV,"	0.0600000000000023"
20,"21	",KV,"	0.0390000000000015"
20,"22	",KV,"	0.0480000000000018"
20,"23	",KV,"	0.0180000000000007"
21,"00	",KV,"	0.0360000000000014"
21,"01	",KV,"	0.0529999999999973"
21,"02	",KV,"	0.0130000000000052"
21,"03	",KV,"	0"
21,"04	",KV,"	0"
21,"05	",KV,"	0.00699999999999079"
21,"06	",KV,"	0.007000000000005"
21,"07	",KV,"	0"
21,"08	",KV,"	0.0150000000000006"
21,"09	",KV,"	0.0669999999999931"
21,"10	",KV,"	0.0870000000000033"
21,"11	",KV,"	0.0849999999999937"
21,"12	",KV,"	0.00100000000000477"
21,"13	",KV,"	0"
21,"14	",KV,"	0"
21,"15	",KV,"	0"
21,"16	",KV,"	0"
21,"17	",KV,"	0"
21,"18	",KV,"	0"
21,"19	",KV,"	0"
21,"20	",KV,"	0"
21,"21	",KV,"	0"
21,"22	",KV,"	0.00300000000000011"
21,"23	",KV,"	0.0310000000000059"
22,"00	",KV,"	0.00499999999999545"
22,"01	",KV,"	0"
22,"02	",KV,"	0"
22,"03	",KV,"	0"
22,"04	",KV,"	0"
22,"05	",KV,"	0"
22,"06	",KV,"	0"
22,"07	",KV,"	0"
22,"08	",KV,"	0.00300000000000011"
22,"09	",KV,"	0.0240000000000009"
22,"10	",KV,"	0.0160000000000053"
22,"11	",KV,"	0.0240000000000009"
22,"12	",KV,"	0.0719999999999885"
22,"13	",KV,"	0.0420000000000016"
22,"14	",KV,"	0.00200000000000955"
22,"15	",KV,"	0.00199999999999534"
22,"16	",KV,"	0.00499999999999545"
22,"17	",KV,"	0.0499999999999972"
22,"18	",KV,"	0.0210000000000008"
22,"19	",KV,"	0.00200000000000955"
22,"20	",KV,"	0.00999999999999091"
22,"21	",KV,"	0"
22,"22	",KV,"	0.00300000000000011"
22,"23	",KV,"	0"
23,"00	",KV,"	0.00400000000000489"
23,"01	",KV,"	0"
23,"02	",KV,"	0"
23,"03	",KV,"	0"
23,"04	",KV,"	0.00900000000000034"
23,"05	",KV,"	0"
23,"06	",KV,"	0"
23,"07	",KV,"	0"
23,"08	",KV,"	0"
23,"09	",KV,"	0.00400000000000489"
23,"10	",KV,"	0.0349999999999966"
23,"11	",KV,"	0"
23,"12	",KV,"	0.00499999999999545"
23,"13	",KV,"	0"
23,"14	",KV,"	0.00900000000000034"
23,"15	",KV,"	0"
23,"16	",KV,"	0.00400000000000489"
23,"17	",KV,"	0.0169999999999959"
23,"18	",KV,"	0.0190000000000055"
23,"19	",KV,"	0.00999999999999091"
23,"20	",KV,"	0.00500000000000966"
23,"21	",KV,"	0.00399999999999068"
23,"22	",KV,"	0"
23,"23	",KV,"	0.00600000000000023"
24,"00	",KV,"	0"
24,"01	",KV,"	0"
24,"02	",KV,"	0"
24,"03	",KV,"	0.00300000000000011"
24,"04	",KV,"	0.00900000000000034"
24,"05	",KV,"	0"
24,"06	",KV,"	0"
24,"07	",KV,"	0"
24,"08	",KV,"	0"
24,"09	",KV,"	0.00500000000000966"
24,"10	",KV,"	0.0439999999999969"
24,"11	",KV,"	0"
24,"12	",KV,"	0"
24,"13	",KV,"	0.000999999999990564"
24,"14	",KV,"	0"
24,"15	",KV,"	0.0160000000000053"
24,"16	",KV,"	0.0150000000000006"
24,"17	",KV,"	0"
24,"18	",KV,"	0.0580000000000069"
24,"19	",KV,"	0.032999999999987"
24,"20	",KV,"	0.00300000000000011"
24,"21	",KV,"	0.00400000000000489"
24,"22	",KV,"	0.00199999999999534"
24,"23	",KV,"	0.00400000000000489"
25,"00	",KV,"	0"
25,"01	",KV,"	0.00199999999999534"
25,"02	",KV,"	0"
25,"03	",KV,"	0"
25,"04	",KV,"	0.0150000000000006"
25,"05	",KV,"	0.00600000000000023"
25,"06	",KV,"	0"
25,"07	",KV,"	0"
25,"08	",KV,"	0"
25,"09	",KV,"	0.0330000000000013"
25,"10	",KV,"	0"
25,"11	",KV,"	0.0190000000000055"
25,"12	",KV,"	0.00799999999999557"
25,"13	",KV,"	0"
25,"14	",KV,"	0.00500000000000966"
25,"15	",KV,"	0.00999999999999091"
25,"16	",KV,"	0"
25,"17	",KV,"	0.0240000000000009"
25,"18	",KV,"	0.00100000000000477"
25,"19	",KV,"	0.0240000000000009"
25,"20	",KV,"	0.00399999999999068"
25,"21	",KV,"	0.00900000000000034"
25,"22	",KV,"	0.00300000000000011"
25,"23	",KV,"	0.00600000000000023"
26,"00	",KV,"	0"
26,"01	",KV,"	0"
26,"02	",KV,"	0"
26,"03	",KV,"	0"
26,"04	",KV,"	0.0170000000000101"
26,"05	",KV,"	0"
26,"06	",KV,"	0"
26,"07	",KV,"	0"
26,"08	",KV,"	0"
26,"09	",KV,"	0.00399999999999068"
26,"10	",KV,"	0.0490000000000066"
26,"11	",KV,"	0.0229999999999961"
26,"12	",KV,"	0.00100000000000477"
26,"13	",KV,"	0.00199999999999534"
26,"14	",KV,"	0.0180000000000007"
26,"15	",KV,"	0.0100000000000051"
26,"16	",KV,"	0.0249999999999915"
26,"17	",KV,"	0.00300000000000011"
26,"18	",KV,"	0.034000000000006"
26,"19	",KV,"	0.0409999999999968"
26,"20	",KV,"	0"
26,"21	",KV,"	0.00300000000000011"
26,"22	",KV,"	0.0109999999999957"
26,"23	",KV,"	0.00100000000000477"
27,"00	",KV,"	0"
27,"01	",KV,"	0"
27,"02	",KV,"	0"
27,"03	",KV,"	0"
27,"04	",KV,"	0.00900000000000034"
27,"05	",KV,"	0"
27,"06	",KV,"	0"
27,"07	",KV,"	0"
27,"08	",KV,"	0"
27,"09	",KV,"	0"
27,"10	",KV,"	0.0109999999999957"
27,"11	",KV,"	0.00800000000000978"
27,"12	",KV,"	0.019999999999996"
27,"13	",KV,"	0.00300000000000011"
27,"14	",KV,"	0.0630000000000024"
27,"15	",KV,"	0.090999999999994"
27,"16	",KV,"	0.0349999999999966"
27,"17	",KV,"	0.0660000000000025"
27,"18	",KV,"	0.0550000000000068"
27,"19	",KV,"	0.00199999999999534"
27,"20	",KV,"	0.0120000000000005"
27,"21	",KV,"	0.0250000000000057"
27,"22	",KV,"	0.00199999999999534"
27,"23	",KV,"	0.00499999999999545"
28,"00	",KV,"	0"
28,"01	",KV,"	0"
28,"02	",KV,"	0"
28,"03	",KV,"	0"
28,"04	",KV,"	0"
28,"05	",KV,"	0"
28,"06	",KV,"	0"
28,"07	",KV,"	0"
28,"08	",KV,"	0.00400000000000489"
28,"09	",KV,"	0.00100000000000477"
28,"10	",KV,"	0.0249999999999915"
28,"11	",KV,"	0.0570000000000022"
28,"12	",KV,"	0.0640000000000072"
28,"13	",KV,"	0.00300000000000011"
28,"14	",KV,"	0"
28,"15	",KV,"	0"
28,"16	",KV,"	0"
28,"17	",KV,"	0"
28,"18	",KV,"	0"
28,"19	",KV,"	0.0559999999999974"
28,"20	",KV,"	0.00300000000000011"
28,"21	",KV,"	0.0339999999999918"
28,"22	",KV,"	0.00100000000000477"
28,"23	",KV,"	0.00100000000000477"
29,"00	",KV,"	0.00499999999999545"
29,"01	",KV,"	0.00199999999999534"
29,"02	",KV,"	0"
29,"03	",KV,"	0"
29,"04	",KV,"	0"
29,"05	",KV,"	0"
29,"06	",KV,"	0"
29,"07	",KV,"	0.00600000000000023"
29,"08	",KV,"	0.00600000000000023"
29,"09	",KV,"	0.046999999999997"
29,"10	",KV,"	0.0110000000000099"
29,"11	",KV,"	0.0309999999999917"
29,"12	",KV,"	0.00600000000000023"
29,"13	",KV,"	0.0420000000000016"
29,"14	",KV,"	0.00600000000000023"
29,"15	",KV,"	0.0160000000000053"
29,"16	",KV,"	0.063999999999993"
29,"17	",KV,"	0"
29,"18	",KV,"	0.00900000000000034"
29,"19	",KV,"	0"
29,"20	",KV,"	0.0240000000000009"
29,"21	",KV,"	0.00500000000000966"
29,"22	",KV,"	0.00599999999998602"
29,"23	",KV,"	0.00500000000000966"
30,"00	",VV,"	0"
30,"01	",VV,"	0"
30,"02	",VV,"	0"
30,"03	",VV,"	0"
30,"04	",VV,"	0"
30,"05	",VV,"	0"
30,"06	",VV,"	0"
30,"07	",VV,"	0"
30,"08	",VV,"	0"
30,"09	",VV,"	0.0559999999999974"
30,"10	",VV,"	0"
30,"11	",VV,"	0"
30,"12	",VV,"	0.0420000000000016"
30,"13	",VV,"	0.00400000000000489"
30,"14	",VV,"	0.00900000000000034"
30,"15	",VV,"	0.0599999999999881"
30,"16	",VV,"	0.0160000000000053"
30,"17	",VV,"	0"
30,"18	",VV,"	0.00799999999999557"
30,"19	",VV,"	0.00200000000000955"
30,"20	",VV,"	0.000999999999990564"
30,"21	",VV,"	0.0370000000000061"
30,"22	",VV,"	0.00100000000000477"
30,"23	",VV,"	0.00600000000000023"
31,"00	",VV,"	0"
31,"01	",VV,"	0"
31,"02	",VV,"	0"
31,"03	",VV,"	0"
31,"04	",VV,"	0"
31,"05	",VV,"	0"
31,"06	",VV,"	0"
31,"07	",VV,"	0"
31,"08	",VV,"	0"
31,"09	",VV,"	0.00499999999999545"
31,"10	",VV,"	0.0180000000000007"
31,"11	",VV,"	0.0789999999999935"
31,"12	",VV,"	0.0439999999999969"
31,"13	",VV,"	0"
31,"14	",VV,"	0"
31,"15	",VV,"	0"
31,"16	",VV,"	0"
31,"17	",VV,"	0.00100000000000477"
31,"18	",VV,"	0"
31,"19	",VV,"	0"
31,"20	",VV,"	0.00400000000000489"
31,"21	",VV,"	0.0570000000000022"
31,"22	",VV,"	0.000999999999990564"
31,"23	",VV,"	0.00300000000000011"
1,"00	",VV,"	0"
1,"01	",VV,"	0"
1,"02	",VV,"	0"
1,"03	",VV,"	0"
1,"04	",VV,"	0"
1,"05	",VV,"	0"
1,"06	",VV,"	0"
1,"07	",VV,"	0"
1,"08	",VV,"	0"
1,"09	",VV,"	0"
1,"10	",VV,"	0.0170000000000101"
1,"11	",VV,"	0.0109999999999957"
1,"12	",VV,"	0.00799999999999557"
1,"13	",VV,"	0.0430000000000064"
1,"14	",VV,"	0"
1,"15	",VV,"	0.00199999999999534"
1,"16	",VV,"	0.007000000000005"
1,"17	",VV,"	0"
1,"18	",VV,"	0.0510000000000019"
1,"19	",VV,"	0"
1,"20	",VV,"	0.00199999999999534"
1,"21	",VV,"	0.00100000000000477"
1,"22	",VV,"	0"
1,"23	",VV,"	0.00300000000000011"
2,"00	",VV,"	0"
2,"01	",VV,"	0"
2,"02	",VV,"	0"
2,"03	",VV,"	0"
2,"04	",VV,"	0"
2,"05	",VV,"	0"
2,"06	",VV,"	0"
2,"07	",VV,"	0"
2,"08	",VV,"	0"
2,"09	",VV,"	0.00499999999999545"
2,"10	",VV,"	0.0480000000000018"
2,"11	",VV,"	0"
2,"12	",VV,"	0"
2,"13	",VV,"	0"
2,"14	",VV,"	0"
2,"15	",VV,"	0"
2,"16	",VV,"	0.012999999999991"
2,"17	",VV,"	0"
2,"18	",VV,"	0"
2,"19	",VV,"	0.0710000000000122"
2,"20	",VV,"	0.0449999999999875"
2,"21	",VV,"	0"
2,"22	",VV,"	0"
2,"23	",VV,"	0.00300000000000011"
3,"00	",VV,"	0"
3,"01	",VV,"	0"
3,"02	",VV,"	0"
3,"03	",VV,"	0"
3,"04	",VV,"	0.00600000000000023"
3,"05	",VV,"	0.0100000000000051"
3,"06	",VV,"	0"
3,"07	",VV,"	0"
3,"08	",VV,"	0"
3,"09	",VV,"	0.00400000000000489"
3,"10	",VV,"	0.0459999999999923"
3,"11	",VV,"	0"
3,"12	",VV,"	0"
3,"13	",VV,"	0"
3,"14	",VV,"	0.0360000000000014"
3,"15	",VV,"	0"
3,"16	",VV,"	0.00199999999999534"
3,"17	",VV,"	0.00100000000000477"
3,"18	",VV,"	0.0910000000000082"
3,"19	",VV,"	0"
3,"20	",VV,"	0"
3,"21	",VV,"	0"
3,"22	",VV,"	0.00300000000000011"
3,"23	",VV,"	0"
4,"00	",VV,"	0"
4,"01	",VV,"	0"
4,"02	",VV,"	0"
4,"03	",VV,"	0"
4,"04	",VV,"	0"
4,"05	",VV,"	0"
4,"06	",VV,"	0"
4,"07	",VV,"	0"
4,"08	",VV,"	0"
4,"09	",VV,"	0.00499999999999545"
4,"10	",VV,"	0.0309999999999917"
4,"11	",VV,"	0"
4,"12	",VV,"	0"
4,"13	",VV,"	0"
4,"14	",VV,"	0.00800000000000978"
4,"15	",VV,"	0"
4,"16	",VV,"	0.00600000000000023"
4,"17	",VV,"	0.146999999999991"
4,"18	",VV,"	0.00600000000000023"
4,"19	",VV,"	0"
4,"20	",VV,"	0.00100000000000477"
4,"21	",VV,"	0.00100000000000477"
4,"22	",VV,"	0"
4,"23	",VV,"	0"
5,"00	",VV,"	0.00300000000000011"
5,"01	",VV,"	0"
5,"02	",VV,"	0"
5,"03	",VV,"	0"
5,"04	",VV,"	0"
5,"05	",VV,"	0"
5,"06	",VV,"	0"
5,"07	",VV,"	0.00199999999999534"
5,"08	",VV,"	0"
5,"09	",VV,"	0"
5,"10	",VV,"	0.0409999999999968"
5,"11	",VV,"	0"
5,"12	",VV,"	0"
5,"13	",VV,"	0"
5,"14	",VV,"	0.0120000000000005"
5,"15	",VV,"	0"
5,"16	",VV,"	0.0690000000000026"
5,"17	",VV,"	0.00100000000000477"
5,"18	",VV,"	0"
5,"19	",VV,"	0.090999999999994"
5,"20	",VV,"	0"
5,"21	",VV,"	0.00499999999999545"
5,"22	",VV,"	0"
5,"23	",VV,"	0.00300000000000011"
6,"00	",VV,"	0"
6,"01	",VV,"	0"
6,"02	",VV,"	0"
6,"03	",VV,"	0"
6,"04	",VV,"	0"
6,"05	",VV,"	0"
6,"06	",VV,"	0"
6,"07	",VV,"	0"
6,"08	",VV,"	0.00100000000000477"
6,"09	",VV,"	0"
6,"10	",VV,"	0"
6,"11	",VV,"	0.0930000000000035"
6,"12	",VV,"	0.000999999999990564"
6,"13	",VV,"	0.00500000000000966"
6,"14	",VV,"	0.0300000000000011"
6,"15	",VV,"	0.0150000000000006"
6,"16	",VV,"	0.00199999999999534"
6,"17	",VV,"	0.00100000000000477"
6,"18	",VV,"	0"
6,"19	",VV,"	0"
6,"20	",VV,"	0.00600000000000023"
6,"21	",VV,"	0.00399999999999068"
6,"22	",VV,"	0"
6,"23	",VV,"	0.00300000000000011"
7,"00	",VV,"	0"
7,"01	",VV,"	0"
7,"02	",VV,"	0"
7,"03	",VV,"	0"
7,"04	",VV,"	0"
7,"05	",VV,"	0"
7,"06	",VV,"	0"
7,"07	",VV,"	0.00100000000000477"
7,"08	",VV,"	0.0109999999999957"
7,"09	",VV,"	0.0880000000000081"
7,"10	",VV,"	0.0369999999999919"
7,"11	",VV,"	0"
7,"12	",VV,"	0"
7,"13	",VV,"	0"
7,"14	",VV,"	0.0450000000000017"
7,"15	",VV,"	0"
7,"16	",VV,"	0.00100000000000477"
7,"17	",VV,"	0"
7,"18	",VV,"	0"
7,"19	",VV,"	0"
7,"20	",VV,"	0.0429999999999922"
7,"21	",VV,"	0"
7,"22	",VV,"	0"
7,"23	",VV,"	0.00200000000000955"
8,"00	",VV,"	0"
8,"01	",VV,"	0"
8,"02	",VV,"	0"
8,"03	",VV,"	0"
8,"04	",VV,"	0"
8,"05	",VV,"	0"
8,"06	",VV,"	0"
8,"07	",VV,"	0"
8,"08	",VV,"	0"
8,"09	",VV,"	0.0210000000000008"
8,"10	",VV,"	0.0229999999999961"
8,"11	",VV,"	0.0769999999999982"
8,"12	",VV,"	0.034000000000006"
8,"13	",VV,"	0"
8,"14	",VV,"	0"
8,"15	",VV,"	0.000999999999990564"
8,"16	",VV,"	0.00400000000000489"
8,"17	",VV,"	0.0100000000000051"
8,"18	",VV,"	0.070999999999998"
8,"19	",VV,"	0"
8,"20	",VV,"	0"
8,"21	",VV,"	0.0159999999999911"
8,"22	",VV,"	0"
8,"23	",VV,"	0"
9,"00	",VV,"	0.00100000000000477"
9,"01	",VV,"	0"
9,"02	",VV,"	0"
9,"03	",VV,"	0"
9,"04	",VV,"	0"
9,"05	",VV,"	0"
9,"06	",VV,"	0"
9,"07	",VV,"	0"
9,"08	",VV,"	0"
9,"09	",VV,"	0.00199999999999534"
9,"10	",VV,"	0.0370000000000061"
9,"11	",VV,"	0"
9,"12	",VV,"	0"
9,"13	",VV,"	0"
9,"14	",VV,"	0.00400000000000489"
9,"15	",VV,"	0"
9,"16	",VV,"	0.0349999999999966"
9,"17	",VV,"	0"
9,"18	",VV,"	0"
9,"19	",VV,"	0.00600000000000023"
9,"20	",VV,"	0"
9,"21	",VV,"	0.000999999999990564"
9,"22	",VV,"	0"
9,"23	",VV,"	0.00200000000000955"
10,"00	",VV,"	0"
10,"01	",VV,"	0"
10,"02	",VV,"	0"
10,"03	",VV,"	0"
10,"04	",VV,"	0.00600000000000023"
10,"05	",VV,"	0"
10,"06	",VV,"	0"
10,"07	",VV,"	0"
10,"08	",VV,"	0.000999999999990564"
10,"09	",VV,"	0.00100000000000477"
10,"10	",VV,"	0.0439999999999969"
10,"11	",VV,"	0"
10,"12	",VV,"	0"
10,"13	",VV,"	0"
10,"14	",VV,"	0.00800000000000978"
10,"15	",VV,"	0.0789999999999935"
10,"16	",VV,"	0"
10,"17	",VV,"	0"
10,"18	",VV,"	0.0499999999999972"
10,"19	",VV,"	0"
